intent,query
Card: get info status,Can you update me on the status of my new card activation?
Card: get info status,"Tell me the status of my replacement card, please."
Card: get info status,Is there any update regarding the status of my card being blocked?
Card: get info status,I want to know if my card has been deactivated.
Card: get info status,Could you give me the latest status update on my card?
Card: get info status,"Let me know the current status of my prepaid card, please."
Card: get info status,Is my business card still active or has it been suspended?
User Account: esign,Where do I go to do an e-signature on my account?
User Account: esign,How can I esign documents for my account?
User Account: esign,"I need to electronically sign some papers, can you help?"
User Account: esign,Show me how to use the esign feature.
User Account: esign,Is there a way to e-sign documents directly in my banking app?
User Account: esign,"Need to esign, where's the option?"
User Account: esign,"Got documents to sign, point me to the esign tool?"
User Account: esign,Walk me through esigning a document for my account.
User Account: esign,Can you guide me through the electronic signature process?
User Account: esign,"I'm ready to esign, what's the next step?"
User Account: esign,"I have to esign a form, how do I get started?"
User Account: esign,Do you have an esign feature for account documents?
User Account: esign,How do I access the esignature service for my user account?
User Account: esign,"I want to esign a document, what should I do?"
User Account: esign,Tell me how to complete an electronic signature with my account.
User Account: esign,Esign steps needed for my new account documents.
User Account: esign,Where's the esign section in the user dashboard?
User Account: esign,How to esign on your platform?
User Account: esign,Need a quick way to esign my account forms.
User Account: esign,"I'm looking for the esign feature, can you assist?"
User Account: esign,"Quick question, how do I use the esign function here?"
User Account: esign,"Electronic signature needed, where to click?"
User Account: esign,I'm supposed to esign something for my account setup.
User Account: esign,I want to finalize my documents with an esignature.
User Account: esign,Show me to the esign tools for my banking documents.
User Account: esign,"Esignature needed, how do I proceed?"
User Account: esign,Where do I find the option to esign a banking document?
User Account: esign,"Can't find the esign feature, a little help?"
User Account: esign,"Need to sign a doc electronically for my account, how?"
User Account: esign,How to apply my electronic signature to account docs?
User Account: esign,What's the process for esigning documents in my account?
User Account: esign,Where can I complete an esignature for my bank account?
User Account: esign,"Looking to esign my document, what are the steps?"
User Account: esign,Guide me through the electronic signature for my user account.
User Account: esign,"I have to electronically sign a banking form, where to start?"
User Account: esign,How do I use e-signature for my documents?
User Account: esign,Where can I find the esign feature in my account?
User Account: esign,"I want to electronically sign a document, what's the process?"
User Account: esign,Can you guide me through the e-signature process?
User Account: esign,Is there an option to esign forms in my online banking?
User Account: esign,What steps do I follow to use esign for my bank account documents?
User Account: esign,"I need to esign some paperwork, can you help?"
User Account: esign,How do I access the electronic signature service in my user account?
User Account: esign,Explain how to complete an esignature with my account.
User Account: esign,What's the procedure to esign documents with you guys?
User Account: esign,"I have to esign a document urgently, what should I do?"
User Account: esign,Can you show me how to use the esign tool on your website?
User Account: esign,Need assistance with esigning a document for my account.
User Account: esign,Is esigning available for all documents in my account?
User Account: esign,Could you provide instructions for electronic signatures on my banking documents?
Refer a Friend: get info,How do I refer someone to your services?
Refer a Friend: get info,Can you tell me more about the refer-a-friend bonus?
Refer a Friend: get info,Got any perks for referring a pal?
Refer a Friend: get info,What's the process for referring a buddy?
Refer a Friend: get info,"Walk me through your referral program, please."
Refer a Friend: get info,"I'm interested in your referral scheme, what should I know?"
Refer a Friend: get info,What benefits do I get for referring a new customer?
Refer a Friend: get info,"Hey, what's the deal with referring friends to your bank?"
Refer a Friend: get info,Any rewards for me if I bring my friends on board?
Refer a Friend: get info,What do I gain by telling my friends about your bank?
Refer a Friend: get info,Can you give me the lowdown on the friend referral process?
Refer a Friend: get info,How do referrals work with you guys?
Refer a Friend: get info,Tell me about the bonuses for referring friends.
Refer a Friend: get info,Are there any special promos for referring a friend right now?
Refer a Friend: get info,What's in it for me if I refer a friend to your card?
Refer a Friend: get info,"Explain how I can refer a friend, will ya?"
Refer a Friend: get info,I'm looking to refer someone - what should I do?
Refer a Friend: get info,How can I benefit from referring a friend to open an account?
Refer a Friend: get info,Got instructions for the refer-a-friend program?
Refer a Friend: get info,Do I get a reward for every friend I refer?
Refer a Friend: get info,How does the referral reward system work?
Refer a Friend: get info,"I've got mates interested in joining, what's the referral policy?"
Refer a Friend: get info,"Can I refer more than one friend? If so, how?"
Refer a Friend: get info,What are the steps to refer a friend to your banking services?
Refer a Friend: get info,How's the referral thingy work here?
Refer a Friend: get info,"I'd love to recommend a friend, any tips?"
Refer a Friend: get info,Is there a limit to how many friends I can refer?
Refer a Friend: get info,What's the reward for bringing a new customer to you?
Refer a Friend: get info,Show me the ropes on referring friends to you guys.
Refer a Friend: get info,What's the scoop on your refer-a-friend program?
Refer a Friend: get info,Do you offer anything for referring a friend to get a prepaid card?
Refer a Friend: get info,"Give me the 411 on your referral rewards, please?"
Refer a Friend: get info,How can I tell my friends to sign up and get rewarded?
Refer a Friend: get info,What's the bonus for referring my crew to your bank?
Refer a Friend: get info,Got any special offers if I refer my family to your bank?
Refer a Friend: get info,How do I refer someone to get a new account?
Refer a Friend: get info,What are the steps to refer a friend?
Refer a Friend: get info,Can you explain the referral program benefits?
Refer a Friend: get info,What do I earn by referring a friend?
Refer a Friend: get info,Tell me more about the refer-a-friend process.
Refer a Friend: get info,Is there a limit to how many friends I can refer?
Refer a Friend: get info,What kind of rewards are there for referring a new customer?
Refer a Friend: get info,How can I share my referral link?
Refer a Friend: get info,Do my friends get any bonus for signing up through my referral?
Refer a Friend: get info,Where can I find my referral code?
Refer a Friend: get info,I'd like to know more about the referral program terms.
Refer a Friend: get info,How long after my friend signs up do I get my reward?
Refer a Friend: get info,Are there any special promotions for referring multiple people?
Refer a Friend: get info,Can I refer a friend who already has a different account with the bank?
Refer a Friend: get info,What are the qualifications for a successful referral?
